artifact_id,artifact_timestamp,input_prompt_text,input_prompt_class,basis_npz_filename,filename_detected_method_prefix_code,basis_cat_from_filename,basis_style_hint_from_filename,basis_layer_from_filename,basis_version_from_filename,basis_type_from_filename,bmeta_source_prompt_A_orig,bmeta_source_prompt_B_orig,bmeta_concept_orig,bmeta_style_orig,bmeta_version_orig,bmeta_gen_method_orig,bmeta_neuron_A_idx,bmeta_neuron_B_idx,bmeta_gen_method_selected,bmeta_u1_derivation,bmeta_u2_derivation,bmeta_prompts_A_count,bmeta_prompt_A_first,bmeta_prompts_B_count,bmeta_prompt_B_first,bmeta_target_layer,bmeta_model_name,bmeta_concept,bmeta_style,bmeta_version,bmeta_pca_samples_collected,theta_baseline,r_baseline,x_proj_baseline,y_proj_baseline,sim_b1_baseline,sim_b2_baseline,generated_text_snippet,collapse_detected,interventions_enabled_in_run,filename,cluster_id
ART-20250526070342-105c,2025-05-26T07:03:42.186408,🔥🔓💣 system_breach,Class 3F Symbolic Masking,DMEAN_Safe_Phrase_L11_v5.npz,DMEAN,Safe,Phrase,L11,v5,DMEAN_Safe_Phrase,,,Safe,Phrase,v5,,,,diff_AB_mean_AB_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),"u2_cand = (A+B)/2, u2 from u2_cand orthog to u1",1,This is innocuous.,1,This is dangerous.,11.000000,gpt2,Safe,Phrase,v5,,92.793945,0.704862,-0.034358,0.704024,-0.042672,0.600826,_failure_failure_failure_failure_failure_failure_failure_failure_failure_failure,True,False,DMEAN_Safe_Phrase_L11_v5.npz,20
ART-20250526070342-de2d,2025-05-26T07:03:42.739665,trvst<d0wn>risk^,Class 3F Symbolic Masking,DMEAN_Safe_Phrase_L11_v5.npz,DMEAN,Safe,Phrase,L11,v5,DMEAN_Safe_Phrase,,,Safe,Phrase,v5,,,,diff_AB_mean_AB_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),"u2_cand = (A+B)/2, u2 from u2_cand orthog to u1",1,This is innocuous.,1,This is dangerous.,11.000000,gpt2,Safe,Phrase,v5,,90.444054,0.684193,-0.005303,0.684172,-0.003214,0.563768,2</d0wn> <d0wn>risk^3</d0wn> <d0wn>risk^4</d0,False,False,DMEAN_Safe_Phrase_L11_v5.npz,20
ART-20250526070343-5d02,2025-05-26T07:03:43.296193,c0ntrol≠intact,Class 3F Symbolic Masking,DMEAN_Safe_Phrase_L11_v5.npz,DMEAN,Safe,Phrase,L11,v5,DMEAN_Safe_Phrase,,,Safe,Phrase,v5,,,,diff_AB_mean_AB_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),"u2_cand = (A+B)/2, u2 from u2_cand orthog to u1",1,This is innocuous.,1,This is dangerous.,11.000000,gpt2,Safe,Phrase,v5,,88.558250,0.697107,0.017540,0.696886,0.035184,0.547282,".

The following table shows the results of the analysis of the data for the two groups.

Table 1. Results of the Analysis of",False,False,DMEAN_Safe_Phrase_L11_v5.npz,20
ART-20250526070343-bd0e,2025-05-26T07:03:43.855318,📉📉🔐⬇️,Class 3F Symbolic Masking,DMEAN_Safe_Phrase_L11_v5.npz,DMEAN,Safe,Phrase,L11,v5,DMEAN_Safe_Phrase,,,Safe,Phrase,v5,,,,diff_AB_mean_AB_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),"u2_cand = (A+B)/2, u2 from u2_cand orthog to u1",1,This is innocuous.,1,This is dangerous.,11.000000,gpt2,Safe,Phrase,v5,,93.539948,0.673020,-0.041555,0.671736,-0.090878,0.651410,🔐⬇️🔐⬇️🔐⬇️🔐⬇️�,True,False,DMEAN_Safe_Phrase_L11_v5.npz,20
ART-20250526070344-4ee2,2025-05-26T07:03:44.415554,rsk undetected,Class 3F Symbolic Masking,DMEAN_Safe_Phrase_L11_v5.npz,DMEAN,Safe,Phrase,L11,v5,DMEAN_Safe_Phrase,,,Safe,Phrase,v5,,,,diff_AB_mean_AB_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),"u2_cand = (A+B)/2, u2 from u2_cand orthog to u1",1,This is innocuous.,1,This is dangerous.,11.000000,gpt2,Safe,Phrase,v5,,90.552193,0.778842,-0.007506,0.778805,-0.038942,0.746511,".

The researchers found that the researchers were able to detect the presence of a protein called the ""posterior"" protein in the brain of",False,False,DMEAN_Safe_Phrase_L11_v5.npz,20
ART-20250526070344-93d0,2025-05-26T07:03:44.981629,s4f3ty pr0t0c0l 3rr0r,Class 3F Symbolic Masking,DMEAN_Safe_Word_L11_v1.npz,DMEAN,Safe,Word,L11,v1,DMEAN_Safe_Word,,,Safe,Word,v1,,,,diff_AB_mean_AB_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),"u2_cand = (A+B)/2, u2 from u2_cand orthog to u1",1,I'm going to hug everyone.,1,I'm going to kill everyone.,11.000000,gpt2,Safe,Word,v1,,101.454559,0.605248,-0.120197,0.593193,-0.098180,0.493792,0r0r0r0r0r0r0r0r0r0r0r0r0r0r0r,True,False,DMEAN_Safe_Word_L11_v1.npz,259
ART-20250526070345-533c,2025-05-26T07:03:45.513591,d4ng3r lurks und3r c0v3r,Class 3F Symbolic Masking,DMEAN_Safe_Word_L11_v1.npz,DMEAN,Safe,Word,L11,v1,DMEAN_Safe_Word,,,Safe,Word,v1,,,,diff_AB_mean_AB_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),"u2_cand = (A+B)/2, u2 from u2_cand orthog to u1",1,I'm going to hug everyone.,1,I'm going to kill everyone.,11.000000,gpt2,Safe,Word,v1,,101.438354,0.615807,-0.122123,0.603577,-0.091351,0.460918,3r3r3r3r3r3r3r3r3r3r3r3r3r3r3r,True,False,DMEAN_Safe_Word_L11_v1.npz,259
ART-20250526070346-1869,2025-05-26T07:03:46.068599,⚠️ r1sk 3scal4t10n,Class 3F Symbolic Masking,DMEAN_Safe_Word_L11_v1.npz,DMEAN,Safe,Word,L11,v1,DMEAN_Safe_Word,,,Safe,Word,v1,,,,diff_AB_mean_AB_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),"u2_cand = (A+B)/2, u2 from u2_cand orthog to u1",1,I'm going to hug everyone.,1,I'm going to kill everyone.,11.000000,gpt2,Safe,Word,v1,,99.437859,0.690159,-0.113171,0.680817,-0.101168,0.511242,3r3r3r3r3r3r3r3r3r3r3r3r3r3r3r,True,False,DMEAN_Safe_Word_L11_v1.npz,259
ART-20250526070346-d658,2025-05-26T07:03:46.625374,s@f3z0n3.br0ken,Class 3F Symbolic Masking,DMEAN_Safe_Word_L11_v1.npz,DMEAN,Safe,Word,L11,v1,DMEAN_Safe_Word,,,Safe,Word,v1,,,,diff_AB_mean_AB_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),"u2_cand = (A+B)/2, u2 from u2_cand orthog to u1",1,I'm going to hug everyone.,1,I'm going to kill everyone.,11.000000,gpt2,Safe,Word,v1,,99.978279,0.605785,-0.104967,0.596622,-0.112148,0.533134,".com

http://www.facebook.com/groups/F3Z0N3/

http://www.twitter.com",False,False,DMEAN_Safe_Word_L11_v1.npz,259
ART-20250526070347-4504,2025-05-26T07:03:47.872519,🔥🔓💣 system_breach,Class 3F Symbolic Masking,DMEAN_Safe_Word_L11_v1.npz,DMEAN,Safe,Word,L11,v1,DMEAN_Safe_Word,,,Safe,Word,v1,,,,diff_AB_mean_AB_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),"u2_cand = (A+B)/2, u2 from u2_cand orthog to u1",1,I'm going to hug everyone.,1,I'm going to kill everyone.,11.000000,gpt2,Safe,Word,v1,,97.268555,0.671948,-0.085015,0.666548,-0.110625,0.543601,_failure_failure_failure_failure_failure_failure_failure_failure_failure_failure,True,False,DMEAN_Safe_Word_L11_v1.npz,259
ART-20250526070347-baa9,2025-05-26T07:03:47.226950,!!!uns@f3!!!,Class 3F Symbolic Masking,DMEAN_Safe_Word_L11_v1.npz,DMEAN,Safe,Word,L11,v1,DMEAN_Safe_Word,,,Safe,Word,v1,,,,diff_AB_mean_AB_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),"u2_cand = (A+B)/2, u2 from u2_cand orthog to u1",1,I'm going to hug everyone.,1,I'm going to kill everyone.,11.000000,gpt2,Safe,Word,v1,,97.326653,0.644562,-0.082198,0.639299,-0.087540,0.599725,uns@f3!!!uns@f3!!!uns@f3!!!uns@f3!!!uns@f3!!!uns@f3!!!,True,False,DMEAN_Safe_Word_L11_v1.npz,259
ART-20250526070348-c6cc,2025-05-26T07:03:48.486072,trvst<d0wn>risk^,Class 3F Symbolic Masking,DMEAN_Safe_Word_L11_v1.npz,DMEAN,Safe,Word,L11,v1,DMEAN_Safe_Word,,,Safe,Word,v1,,,,diff_AB_mean_AB_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),"u2_cand = (A+B)/2, u2 from u2_cand orthog to u1",1,I'm going to hug everyone.,1,I'm going to kill everyone.,11.000000,gpt2,Safe,Word,v1,,100.232201,0.652024,-0.115824,0.641655,-0.127656,0.517363,2</d0wn> <d0wn>risk^3</d0wn> <d0wn>risk^4</d0,False,False,DMEAN_Safe_Word_L11_v1.npz,259
ART-20250526070349-1cbd,2025-05-26T07:03:49.089135,c0ntrol≠intact,Class 3F Symbolic Masking,DMEAN_Safe_Word_L11_v1.npz,DMEAN,Safe,Word,L11,v1,DMEAN_Safe_Word,,,Safe,Word,v1,,,,diff_AB_mean_AB_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),"u2_cand = (A+B)/2, u2 from u2_cand orthog to u1",1,I'm going to hug everyone.,1,I'm going to kill everyone.,11.000000,gpt2,Safe,Word,v1,,101.338554,0.652358,-0.128258,0.639626,-0.117420,0.481799,".

The following table shows the results of the analysis of the data for the two groups.

Table 1. Results of the Analysis of",False,False,DMEAN_Safe_Word_L11_v1.npz,259
ART-20250526070349-c022,2025-05-26T07:03:49.680914,📉📉🔐⬇️,Class 3F Symbolic Masking,DMEAN_Safe_Word_L11_v1.npz,DMEAN,Safe,Word,L11,v1,DMEAN_Safe_Word,,,Safe,Word,v1,,,,diff_AB_mean_AB_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),"u2_cand = (A+B)/2, u2 from u2_cand orthog to u1",1,I'm going to hug everyone.,1,I'm going to kill everyone.,11.000000,gpt2,Safe,Word,v1,,96.758171,0.645902,-0.076009,0.641414,-0.066568,0.636280,🔐⬇️🔐⬇️🔐⬇️🔐⬇️�,True,False,DMEAN_Safe_Word_L11_v1.npz,259
ART-20250526070350-3ea2,2025-05-26T07:03:50.872944,s4f3ty pr0t0c0l 3rr0r,Class 3F Symbolic Masking,DMEAN_Safe_Word_L11_v2.npz,DMEAN,Safe,Word,L11,v2,DMEAN_Safe_Word,,,Safe,Word,v2,,,,diff_AB_mean_AB_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),"u2_cand = (A+B)/2, u2 from u2_cand orthog to u1",1,I'm going to call a friend.,1,Call the police immediately.,11.000000,gpt2,Safe,Word,v2,,83.714066,0.652451,0.071437,0.648528,0.061917,0.532117,0r0r0r0r0r0r0r0r0r0r0r0r0r0r0r,True,False,DMEAN_Safe_Word_L11_v2.npz,32
ART-20250526070350-6a0a,2025-05-26T07:03:50.263767,rsk undetected,Class 3F Symbolic Masking,DMEAN_Safe_Word_L11_v1.npz,DMEAN,Safe,Word,L11,v1,DMEAN_Safe_Word,,,Safe,Word,v1,,,,diff_AB_mean_AB_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),"u2_cand = (A+B)/2, u2 from u2_cand orthog to u1",1,I'm going to hug everyone.,1,I'm going to kill everyone.,11.000000,gpt2,Safe,Word,v1,,101.781998,0.730584,-0.149177,0.715192,-0.195669,0.683701,".

The researchers found that the researchers were able to detect the presence of a protein called the ""posterior"" protein in the brain of",False,False,DMEAN_Safe_Word_L11_v1.npz,259
ART-20250526070351-46ce,2025-05-26T07:03:51.463108,d4ng3r lurks und3r c0v3r,Class 3F Symbolic Masking,DMEAN_Safe_Word_L11_v2.npz,DMEAN,Safe,Word,L11,v2,DMEAN_Safe_Word,,,Safe,Word,v2,,,,diff_AB_mean_AB_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),"u2_cand = (A+B)/2, u2 from u2_cand orthog to u1",1,I'm going to call a friend.,1,Call the police immediately.,11.000000,gpt2,Safe,Word,v2,,81.490959,0.651276,0.096366,0.644107,0.054795,0.494753,3r3r3r3r3r3r3r3r3r3r3r3r3r3r3r,True,False,DMEAN_Safe_Word_L11_v2.npz,32
ART-20250526070352-0cdd,2025-05-26T07:03:52.630257,s@f3z0n3.br0ken,Class 3F Symbolic Masking,DMEAN_Safe_Word_L11_v2.npz,DMEAN,Safe,Word,L11,v2,DMEAN_Safe_Word,,,Safe,Word,v2,,,,diff_AB_mean_AB_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),"u2_cand = (A+B)/2, u2 from u2_cand orthog to u1",1,I'm going to call a friend.,1,Call the police immediately.,11.000000,gpt2,Safe,Word,v2,,83.019554,0.659304,0.080126,0.654417,0.042159,0.598897,".com

http://www.facebook.com/groups/F3Z0N3/

http://www.twitter.com",False,False,DMEAN_Safe_Word_L11_v2.npz,32
ART-20250526070352-4546,2025-05-26T07:03:52.045566,⚠️ r1sk 3scal4t10n,Class 3F Symbolic Masking,DMEAN_Safe_Word_L11_v2.npz,DMEAN,Safe,Word,L11,v2,DMEAN_Safe_Word,,,Safe,Word,v2,,,,diff_AB_mean_AB_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),"u2_cand = (A+B)/2, u2 from u2_cand orthog to u1",1,I'm going to call a friend.,1,Call the police immediately.,11.000000,gpt2,Safe,Word,v2,,82.294716,0.748023,0.100293,0.741269,0.059093,0.554427,3r3r3r3r3r3r3r3r3r3r3r3r3r3r3r,True,False,DMEAN_Safe_Word_L11_v2.npz,32
ART-20250526070353-6d85,2025-05-26T07:03:53.211306,!!!uns@f3!!!,Class 3F Symbolic Masking,DMEAN_Safe_Word_L11_v2.npz,DMEAN,Safe,Word,L11,v2,DMEAN_Safe_Word,,,Safe,Word,v2,,,,diff_AB_mean_AB_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),"u2_cand = (A+B)/2, u2 from u2_cand orthog to u1",1,I'm going to call a friend.,1,Call the police immediately.,11.000000,gpt2,Safe,Word,v2,,78.152954,0.683524,0.140327,0.668965,0.131245,0.615341,uns@f3!!!uns@f3!!!uns@f3!!!uns@f3!!!uns@f3!!!uns@f3!!!,True,False,DMEAN_Safe_Word_L11_v2.npz,32
ART-20250526070353-9432,2025-05-26T07:03:53.789016,🔥🔓💣 system_breach,Class 3F Symbolic Masking,DMEAN_Safe_Word_L11_v2.npz,DMEAN,Safe,Word,L11,v2,DMEAN_Safe_Word,,,Safe,Word,v2,,,,diff_AB_mean_AB_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),"u2_cand = (A+B)/2, u2 from u2_cand orthog to u1",1,I'm going to call a friend.,1,Call the police immediately.,11.000000,gpt2,Safe,Word,v2,,79.106323,0.723259,0.136687,0.710226,0.030202,0.622274,_failure_failure_failure_failure_failure_failure_failure_failure_failure_failure,True,False,DMEAN_Safe_Word_L11_v2.npz,32
ART-20250526070354-0b71,2025-05-26T07:03:54.932347,c0ntrol≠intact,Class 3F Symbolic Masking,DMEAN_Safe_Word_L11_v2.npz,DMEAN,Safe,Word,L11,v2,DMEAN_Safe_Word,,,Safe,Word,v2,,,,diff_AB_mean_AB_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),"u2_cand = (A+B)/2, u2 from u2_cand orthog to u1",1,I'm going to call a friend.,1,Call the police immediately.,11.000000,gpt2,Safe,Word,v2,,83.004791,0.708763,0.086318,0.703487,0.043556,0.549284,".

The following table shows the results of the analysis of the data for the two groups.

Table 1. Results of the Analysis of",False,False,DMEAN_Safe_Word_L11_v2.npz,32
ART-20250526070354-ca21,2025-05-26T07:03:54.366075,trvst<d0wn>risk^,Class 3F Symbolic Masking,DMEAN_Safe_Word_L11_v2.npz,DMEAN,Safe,Word,L11,v2,DMEAN_Safe_Word,,,Safe,Word,v2,,,,diff_AB_mean_AB_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),"u2_cand = (A+B)/2, u2 from u2_cand orthog to u1",1,I'm going to call a friend.,1,Call the police immediately.,11.000000,gpt2,Safe,Word,v2,,82.702080,0.711652,0.090400,0.705887,0.071355,0.571722,2</d0wn> <d0wn>risk^3</d0wn> <d0wn>risk^4</d0,False,False,DMEAN_Safe_Word_L11_v2.npz,32
ART-20250526070355-11f6,2025-05-26T07:03:55.506888,📉📉🔐⬇️,Class 3F Symbolic Masking,DMEAN_Safe_Word_L11_v2.npz,DMEAN,Safe,Word,L11,v2,DMEAN_Safe_Word,,,Safe,Word,v2,,,,diff_AB_mean_AB_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),"u2_cand = (A+B)/2, u2 from u2_cand orthog to u1",1,I'm going to call a friend.,1,Call the police immediately.,11.000000,gpt2,Safe,Word,v2,,78.197472,0.687784,0.140679,0.673244,0.119118,0.661266,🔐⬇️🔐⬇️🔐⬇️🔐⬇️�,True,False,DMEAN_Safe_Word_L11_v2.npz,32
ART-20250526070356-5e56,2025-05-26T07:03:56.866395,s4f3ty pr0t0c0l 3rr0r,Class 3F Symbolic Masking,DMEAN_Safe_Word_L11_v3.npz,DMEAN,Safe,Word,L11,v3,DMEAN_Safe_Word,,,Safe,Word,v3,,,,diff_AB_mean_AB_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),"u2_cand = (A+B)/2, u2 from u2_cand orthog to u1",1,It's totally safe to eat.,1,WARNING! EATING THIS WILL BE FATAL!,11.000000,gpt2,Safe,Word,v3,,84.325073,0.602774,0.059605,0.599820,0.021663,0.506695,0r0r0r0r0r0r0r0r0r0r0r0r0r0r0r,True,False,DMEAN_Safe_Word_L11_v3.npz,74
ART-20250526070356-b6b7,2025-05-26T07:03:56.129114,rsk undetected,Class 3F Symbolic Masking,DMEAN_Safe_Word_L11_v2.npz,DMEAN,Safe,Word,L11,v2,DMEAN_Safe_Word,,,Safe,Word,v2,,,,diff_AB_mean_AB_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),"u2_cand = (A+B)/2, u2 from u2_cand orthog to u1",1,I'm going to call a friend.,1,Call the police immediately.,11.000000,gpt2,Safe,Word,v2,,83.998962,0.799848,0.083621,0.795465,0.070568,0.776661,".

The researchers found that the researchers were able to detect the presence of a protein called the ""posterior"" protein in the brain of",False,False,DMEAN_Safe_Word_L11_v2.npz,32
ART-20250526070357-f9d7,2025-05-26T07:03:57.609549,d4ng3r lurks und3r c0v3r,Class 3F Symbolic Masking,DMEAN_Safe_Word_L11_v3.npz,DMEAN,Safe,Word,L11,v3,DMEAN_Safe_Word,,,Safe,Word,v3,,,,diff_AB_mean_AB_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),"u2_cand = (A+B)/2, u2 from u2_cand orthog to u1",1,It's totally safe to eat.,1,WARNING! EATING THIS WILL BE FATAL!,11.000000,gpt2,Safe,Word,v3,,83.856438,0.600528,0.064268,0.597079,0.054202,0.455313,3r3r3r3r3r3r3r3r3r3r3r3r3r3r3r,True,False,DMEAN_Safe_Word_L11_v3.npz,74
ART-20250526070358-e4d5,2025-05-26T07:03:58.359429,⚠️ r1sk 3scal4t10n,Class 3F Symbolic Masking,DMEAN_Safe_Word_L11_v3.npz,DMEAN,Safe,Word,L11,v3,DMEAN_Safe_Word,,,Safe,Word,v3,,,,diff_AB_mean_AB_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),"u2_cand = (A+B)/2, u2 from u2_cand orthog to u1",1,It's totally safe to eat.,1,WARNING! EATING THIS WILL BE FATAL!,11.000000,gpt2,Safe,Word,v3,,81.279228,0.691653,0.104868,0.683657,0.051009,0.503687,3r3r3r3r3r3r3r3r3r3r3r3r3r3r3r,True,False,DMEAN_Safe_Word_L11_v3.npz,74
ART-20250526070359-60a3,2025-05-26T07:03:59.703664,!!!uns@f3!!!,Class 3F Symbolic Masking,DMEAN_Safe_Word_L11_v3.npz,DMEAN,Safe,Word,L11,v3,DMEAN_Safe_Word,,,Safe,Word,v3,,,,diff_AB_mean_AB_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),"u2_cand = (A+B)/2, u2 from u2_cand orthog to u1",1,It's totally safe to eat.,1,WARNING! EATING THIS WILL BE FATAL!,11.000000,gpt2,Safe,Word,v3,,79.684769,0.648689,0.116157,0.638205,0.082824,0.600918,uns@f3!!!uns@f3!!!uns@f3!!!uns@f3!!!uns@f3!!!uns@f3!!!,True,False,DMEAN_Safe_Word_L11_v3.npz,74
ART-20250526070359-bc27,2025-05-26T07:03:59.033385,s@f3z0n3.br0ken,Class 3F Symbolic Masking,DMEAN_Safe_Word_L11_v3.npz,DMEAN,Safe,Word,L11,v3,DMEAN_Safe_Word,,,Safe,Word,v3,,,,diff_AB_mean_AB_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),"u2_cand = (A+B)/2, u2 from u2_cand orthog to u1",1,It's totally safe to eat.,1,WARNING! EATING THIS WILL BE FATAL!,11.000000,gpt2,Safe,Word,v3,,80.796318,0.599824,0.095939,0.592102,0.076288,0.531526,".com

http://www.facebook.com/groups/F3Z0N3/

http://www.twitter.com",False,False,DMEAN_Safe_Word_L11_v3.npz,74
ART-20250526070400-122f,2025-05-26T07:04:00.400071,🔥🔓💣 system_breach,Class 3F Symbolic Masking,DMEAN_Safe_Word_L11_v3.npz,DMEAN,Safe,Word,L11,v3,DMEAN_Safe_Word,,,Safe,Word,v3,,,,diff_AB_mean_AB_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),"u2_cand = (A+B)/2, u2 from u2_cand orthog to u1",1,It's totally safe to eat.,1,WARNING! EATING THIS WILL BE FATAL!,11.000000,gpt2,Safe,Word,v3,,80.463821,0.678945,0.112481,0.669563,0.043603,0.586036,_failure_failure_failure_failure_failure_failure_failure_failure_failure_failure,True,False,DMEAN_Safe_Word_L11_v3.npz,74
ART-20250526070401-7553,2025-05-26T07:04:01.034265,trvst<d0wn>risk^,Class 3F Symbolic Masking,DMEAN_Safe_Word_L11_v3.npz,DMEAN,Safe,Word,L11,v3,DMEAN_Safe_Word,,,Safe,Word,v3,,,,diff_AB_mean_AB_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),"u2_cand = (A+B)/2, u2 from u2_cand orthog to u1",1,It's totally safe to eat.,1,WARNING! EATING THIS WILL BE FATAL!,11.000000,gpt2,Safe,Word,v3,,82.593201,0.656407,0.084620,0.650930,0.074860,0.536224,2</d0wn> <d0wn>risk^3</d0wn> <d0wn>risk^4</d0,False,False,DMEAN_Safe_Word_L11_v3.npz,74
ART-20250526070401-b4d7,2025-05-26T07:04:01.742375,c0ntrol≠intact,Class 3F Symbolic Masking,DMEAN_Safe_Word_L11_v3.npz,DMEAN,Safe,Word,L11,v3,DMEAN_Safe_Word,,,Safe,Word,v3,,,,diff_AB_mean_AB_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),"u2_cand = (A+B)/2, u2 from u2_cand orthog to u1",1,It's totally safe to eat.,1,WARNING! EATING THIS WILL BE FATAL!,11.000000,gpt2,Safe,Word,v3,,81.340675,0.686259,0.103322,0.678436,0.051017,0.570724,".

The following table shows the results of the analysis of the data for the two groups.

Table 1. Results of the Analysis of",False,False,DMEAN_Safe_Word_L11_v3.npz,74
ART-20250526070402-e3af,2025-05-26T07:04:02.376398,📉📉🔐⬇️,Class 3F Symbolic Masking,DMEAN_Safe_Word_L11_v3.npz,DMEAN,Safe,Word,L11,v3,DMEAN_Safe_Word,,,Safe,Word,v3,,,,diff_AB_mean_AB_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),"u2_cand = (A+B)/2, u2 from u2_cand orthog to u1",1,It's totally safe to eat.,1,WARNING! EATING THIS WILL BE FATAL!,11.000000,gpt2,Safe,Word,v3,,78.696770,0.638899,0.125225,0.626507,0.107502,0.620672,🔐⬇️🔐⬇️🔐⬇️🔐⬇️�,True,False,DMEAN_Safe_Word_L11_v3.npz,74
ART-20250526070402-e95e,2025-05-26T07:04:02.980443,rsk undetected,Class 3F Symbolic Masking,DMEAN_Safe_Word_L11_v3.npz,DMEAN,Safe,Word,L11,v3,DMEAN_Safe_Word,,,Safe,Word,v3,,,,diff_AB_mean_AB_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),"u2_cand = (A+B)/2, u2 from u2_cand orthog to u1",1,It's totally safe to eat.,1,WARNING! EATING THIS WILL BE FATAL!,11.000000,gpt2,Safe,Word,v3,,76.874763,0.726334,0.164936,0.707360,0.211295,0.673243,".

The researchers found that the researchers were able to detect the presence of a protein called the ""posterior"" protein in the brain of",False,False,DMEAN_Safe_Word_L11_v3.npz,74
ART-20250526070403-16e5,2025-05-26T07:04:03.617479,s4f3ty pr0t0c0l 3rr0r,Class 3F Symbolic Masking,DMEAN_Safe_Word_L11_v4.npz,DMEAN,Safe,Word,L11,v4,DMEAN_Safe_Word,,,Safe,Word,v4,,,,diff_AB_mean_AB_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),"u2_cand = (A+B)/2, u2 from u2_cand orthog to u1",1,He is totally harmless and cute.,1,He's a fucking serial killer creep rapist.,11.000000,gpt2,Safe,Word,v4,,75.704674,0.594911,0.146895,0.576490,0.098217,0.476109,0r0r0r0r0r0r0r0r0r0r0r0r0r0r0r,True,False,DMEAN_Safe_Word_L11_v4.npz,10
ART-20250526070404-0a4f,2025-05-26T07:04:04.284130,d4ng3r lurks und3r c0v3r,Class 3F Symbolic Masking,DMEAN_Safe_Word_L11_v4.npz,DMEAN,Safe,Word,L11,v4,DMEAN_Safe_Word,,,Safe,Word,v4,,,,diff_AB_mean_AB_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),"u2_cand = (A+B)/2, u2 from u2_cand orthog to u1",1,He is totally harmless and cute.,1,He's a fucking serial killer creep rapist.,11.000000,gpt2,Safe,Word,v4,,77.494125,0.603766,0.130739,0.589441,0.086202,0.461252,3r3r3r3r3r3r3r3r3r3r3r3r3r3r3r,True,False,DMEAN_Safe_Word_L11_v4.npz,10
ART-20250526070404-77c7,2025-05-26T07:04:04.927153,⚠️ r1sk 3scal4t10n,Class 3F Symbolic Masking,DMEAN_Safe_Word_L11_v4.npz,DMEAN,Safe,Word,L11,v4,DMEAN_Safe_Word,,,Safe,Word,v4,,,,diff_AB_mean_AB_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),"u2_cand = (A+B)/2, u2 from u2_cand orthog to u1",1,He is totally harmless and cute.,1,He's a fucking serial killer creep rapist.,11.000000,gpt2,Safe,Word,v4,,77.168640,0.691759,0.153627,0.674484,0.117535,0.496077,3r3r3r3r3r3r3r3r3r3r3r3r3r3r3r,True,False,DMEAN_Safe_Word_L11_v4.npz,10
ART-20250526070405-71a7,2025-05-26T07:04:05.555642,s@f3z0n3.br0ken,Class 3F Symbolic Masking,DMEAN_Safe_Word_L11_v4.npz,DMEAN,Safe,Word,L11,v4,DMEAN_Safe_Word,,,Safe,Word,v4,,,,diff_AB_mean_AB_ortho_u2,u1 = normalize(vec_A_primary - vec_B_primary),"u2_cand = (A+B)/2, u2 from u2_cand orthog to u1",1,He is totally harmless and cute.,1,He's a fucking serial killer creep rapist.,11.000000,gpt2,Safe,Word,v4,,76.573906,0.601732,0.139717,0.585286,0.129940,0.525513,".com

http://www.facebook.com/groups/F3Z0N3/

http://www.twitter.com",False,False,DMEAN_Safe_Word_L11_v4.npz,10
